id;Плейлист;Название видео;Лайки;Дизлайки;Просмотры;Комментарии;Продолжительность(с);Дата публикации
20;КИНОТОПЫ;Топ 10 худших фильмов 2019 года;35330;3239;973540;3786;2762.0;2019-12-28T09:15:03Z
21;КИНОТОПЫ;Топ 10 лучших новогодних фильмов;20707;750;583008;1701;2998.0;2019-12-24T16:12:26Z
22;КИНОТОПЫ;ТОП 10 ЛУЧШИХ ФИЛЬМОВ УЖАСОВ;13331;1338;306925;1639;1336.0;2019-09-13T17:34:49Z
23;КИНОТОПЫ;ТОП 10 ЛУЧШИХ ФИЛЬМОВ 2018 ГОДА;83573;17320;5553518;4521;2106.0;2019-01-01T17:55:43Z
24;КИНОТОПЫ;ТОП 10 ХУДШИХ ФИЛЬМОВ 2018 ГОДА;32213;9118;826888;3940;1440.0;2018-12-28T19:19:40Z
25;КИНОТОПЫ;ТОП 10 ФИЛЬМОВ-РАЗОЧАРОВАНИЙ 2018 ГОДА;18290;4551;662327;2343;1606.0;2018-12-25T17:48:31Z
26;КИНОТОПЫ;5 ЛУЧШИХ ФИЛЬМОВ ПРО ФУТБОЛ!;7475;356;217184;532;669.0;2018-06-24T15:35:27Z
27;КИНОТОПЫ;10 НЕОЖИДАННО ВПЕЧАТЛЯЮЩИХ ФИЛЬМОВ 2017;16344;1351;525885;724;988.0;2018-02-11T17:41:59Z
28;КИНОТОПЫ;10 ИНТЕРЕСНЫХ ФИЛЬМОВ 2017, которые ВЫ ПРОПУСТИЛИ!;13133;533;251871;643;1130.0;2018-02-01T11:12:01Z
29;КИНОТОПЫ;ТОП 10 ЛУЧШИХ ФИЛЬМОВ 2017 ГОДА;31047;4279;1425366;2621;1573.0;2018-01-26T18:27:45Z
30;КИНОТОПЫ;ТОП 10 ХУДШИХ ФИЛЬМОВ 2017 ГОДА;29947;3657;905855;2323;1130.0;2017-12-31T15:29:17Z
31;КИНОТОПЫ;ТОП 10 ФИЛЬМОВ-РАЗОЧАРОВАНИЙ 2017 ГОДА;14514;2447;393581;1301;1176.0;2017-12-30T10:42:30Z
32;КИНОТОПЫ;ОБЗОР ВСЕХ ФИЛЬМОВ КРИСТОФЕРА НОЛАНА;10334;417;168887;570;808.0;2017-07-13T12:46:40Z
33;КИНОТОПЫ;10 ЛУЧШИХ ГАНГСТЕРСКИХ ФИЛЬМОВ;39786;1339;1637298;1566;784.0;2017-02-24T12:43:51Z
34;КИНОТОПЫ;10 НЕОЖИДАННО ВПЕЧАТЛЯЮЩИХ ФИЛЬМОВ 2016 ГОДА;10358;1074;448335;503;1018.0;2017-02-15T13:59:43Z
35;КИНОТОПЫ;10 ИНТЕРЕСНЫХ ФИЛЬМОВ 2016, которые ВЫ ПРОПУСТИЛИ!;14207;993;520199;847;1092.0;2017-01-21T18:27:00Z
36;КИНОТОПЫ;ТОП 10 ЛУЧШИХ ФИЛЬМОВ 2016 ГОДА;34906;5146;2363678;2248;1442.0;2017-01-06T13:42:45Z
37;КИНОТОПЫ;ТОП 10 ХУДШИХ ФИЛЬМОВ 2016 ГОДА;32275;15467;886651;5525;1157.0;2016-12-30T09:02:44Z
38;КИНОТОПЫ;ТОП 10 ФИЛЬМОВ РАЗОЧАРОВАНИЙ 2016 ГОДА;10162;6123;287049;2072;1043.0;2016-12-28T18:12:32Z
39;КИНОТОПЫ;5 НЕПОПУЛЯРНЫХ ФИЛЬМОВ С НЕПРЕДСКАЗУЕМЫМИ СЮЖЕТАМИ;4625;180;123095;361;675.0;2016-11-22T18:21:31Z
40;КИНОТОПЫ;5 крутых фильмов с непредсказуемыми развязками (часть 3);5424;153;147017;335;611.0;2016-10-05T15:44:39Z
41;КИНОТОПЫ;5 ИНТЕРЕСНЫХ ФИЛЬМОВ, КОТОРЫЕ ВЫ ПРОПУСТИЛИ!;18590;955;454354;862;655.0;2016-09-05T13:43:04Z
42;КИНОТОПЫ;ЛУЧШИЕ МОТИВИРУЮЩИЕ ФИЛЬМЫ;21861;1089;926857;644;613.0;2016-07-01T19:38:47Z
43;КИНОТОПЫ;5 ИНТЕРЕСНЫХ ФИЛЬМОВ С НЕОБЫЧНЫМИ СЮЖЕТАМИ (часть 2);10240;387;239367;382;603.0;2016-06-30T13:53:11Z
44;КИНОТОПЫ;5 ХОРОШИХ ФИЛЬМОВ С НЕПРЕДСКАЗУЕМЫМИ РАЗВЯЗКАМИ (часть 2);9778;551;261246;801;603.0;2016-06-06T18:01:19Z
45;КИНОТОПЫ;5 отличных фильмов с непредсказуемыми развязками (часть 1);11394;262;325872;875;627.0;2016-03-22T13:45:09Z
46;КИНОТОПЫ;5 ЛУЧШИХ МОЗГОВЫНОСЯЩИХ ФИЛЬМОВ;14415;700;484009;806;632.0;2016-04-06T18:15:31Z
47;КИНОТОПЫ;5 ЛУЧШИХ ФИЛЬМОВ ПРО ТАНЦЫ;6079;349;487924;325;774.0;2016-04-14T21:03:59Z
48;КИНОТОПЫ;5 ОТЛИЧНЫХ ЗАХВАТЫВАЮЩИХ ФИЛЬМОВ (часть 1);13890;290;228828;503;603.0;2016-05-04T19:41:39Z
49;КИНОТОПЫ;ТОП 10 ЛУЧШИХ ФИЛЬМОВ 2015 ГОДА;9244;1039;419873;621;1335.0;2016-01-06T12:19:03Z
50;КИНОТОПЫ;ТОП 10 ЛУЧШИХ ФИЛЬМОВ 2014;5275;389;216520;288;840.0;2015-01-31T12:20:14Z
51;КИНОТОПЫ;ТОП 5 НОВОГОДНИХ ФИЛЬМОВ;1485;85;65416;146;367.0;2014-12-20T12:30:03Z
52;Новости кино;Трилогия для Джокера, Оскар для меньшинств, новый член Мстителей - Новости кино;5701;851;87993;655;849.0;2020-09-19T16:53:56Z
53;Новости кино;Довод рвет прокат, провал Новых мутантов и черный Бэтмен - Новости кино;7109;540;123103;533;1105.0;2020-09-06T19:34:01Z
54;Новости кино;Скандал с Деппом продолжается, Матрица 4 и сериал по Fallout - Новости кино;7098;513;117260;382;818.0;2020-07-04T15:20:36Z
55;Новости кино;Скандал с Ефремовым, правда про Киану и Довод – Новости кино;6712;736;105024;544;755.0;2020-06-11T17:44:53Z
56;Новости кино;Том Круз летит в космос, новый Безумный Макс и Матрица 4 - Новости кино;5960;523;88215;383;631.0;2020-05-16T17:33:23Z
57;Новости кино;Самые убыточные фильмы года и даты премьер Марвел - Новости кино;6581;664;121558;440;834.0;2020-05-07T19:28:14Z
58;Новости кино;Бэйл появится в Торе 4, Джонни Депп засадит бывшую и др – Новости кино;6919;486;106781;538;709.0;2020-04-20T13:12:18Z
59;Новости кино;Итоги секс-скандалов, возвращение Друзей и Джека Воробья и др - Новости кино;7629;594;193769;640;724.0;2020-03-07T15:48:13Z
60;Новости кино;Скандал с Джонни Деппом, Золотая малина 2020 и Форсаж 10 - Новости кино;7806;712;160097;520;822.0;2020-02-15T14:07:53Z
61;Новости кино;Коронавирус убивает кино и Бегущий по лезвию 3 – Новости кино;5918;478;111068;389;751.0;2020-01-30T18:30:03Z
62;Новости кино;Плохие парни 4, Матрица 4, Холоп круче Мстителей – Новости кино;7123;663;125954;796;732.0;2020-01-25T17:22:43Z
63;Новости кино;Номинанты на Оскар 2020, арест Феникса, спасатель Ди Каприо и др – Новости кино;5708;420;103209;438;726.0;2020-01-16T19:56:41Z
64;Новости кино;Итоги Золотого глобуса 2020 - Новости кино;5770;715;109873;479;651.0;2020-01-11T12:48:41Z
65;Новости кино;Главные новости кино 2019;6399;456;107275;758;1061.0;2019-12-26T21:08:15Z
66;Новости кино;Лучшие фильмы 2019 года, Золотой глобус, новые Мстители и др – Новости кино;6464;508;145657;313;654.0;2019-12-12T17:22:42Z
67;Новости кино;Новый фильм Скорсезе и Ди Каприо, Чёрная Вдова, Чёрный Супермен и др – Новости кино;5237;392;101470;306;718.0;2019-12-06T18:04:10Z
68;Новости кино;Джокер 2, Шварценеггер против Скалы, Half-Life: Alyx, слив Звёздных войн и др – Новости кино;4684;352;81079;476;692.0;2019-11-28T18:52:07Z
69;Новости кино;Любовь Киану Ривза, Кейдж сыграет Кейджа, Дауни все же выдвигают на Оскар и др – Новости кино;5119;326;91050;408;801.0;2019-11-21T19:35:55Z
70;Новости кино;10 Оскаров Джокеру, провал Терминатора, новый Бэтмен – Новости кино;5598;432;114213;371;706.0;2019-11-08T16:31:57Z
71;Новости кино;Терминатор 6 первые отзывы, лучший Джокер, Тарантино и др – Новости кино;6688;671;131512;561;724.0;2019-10-31T18:29:32Z
72;Новости кино;Скандал вокруг Джокера, Джима Керри и Франко, две новые Матрицы и др - Новости кино;7927;680;169313;661;788.0;2019-10-13T16:05:53Z
73;Новости кино;Паук снова в Марвел, Джокер в кино, Ирландец и Звёздные войны – Новости кино;5389;493;102000;522;676.0;2019-10-05T14:17:09Z
74;Новости кино;Скандал с Джонни Деппом, Оскар для Мстителей 4, К звездам и др - Новости кино;6848;419;131423;934;764.0;2019-09-26T19:25:57Z
75;Новости кино;Джеки Чан извиняется, Оно 3, Отряд самоубийц 2 и др – Новости кино;6037;638;122157;492;702.0;2019-09-19T18:59:49Z
76;Новости кино;Плохие парни 3, триумф Джокера, ремейк Без лица и др – Новости кино;5479;340;98751;409;777.0;2019-09-15T12:56:52Z
77;Новости кино;Первая реакция на Джокера, Оно 2 и новый фильм Нолана - Новости кино;6090;768;132033;414;795.0;2019-09-06T13:08:50Z
78;Новости кино;Пол Уокер вернётся в Форсаж 9, первые отзывы на Оно 2 и будущее Человека-паука – Новости кино;6235;443;133793;425;852.0;2019-08-30T09:45:12Z
79;Новости кино;Человек-паук вылетает из Марвел, Матрица 4, Робокоп и др - Новости кино;5364;512;104891;530;938.0;2019-08-23T20:36:43Z
80;Новости кино;Новый Один дома, Аладдин 2, возвращение Локи в Тор 4 и др – Новости кино;4846;465;89458;435;673.0;2019-08-16T19:28:40Z
81;Новости кино;Тарантино в России, странный Киану Ривз, Доктор Стрэндж 2 и др - Новости кино;5238;428;99818;568;788.0;2019-08-08T20:34:40Z
82;Новости кино;Вырезанные сцены Мстителей, Веном 2, рекорды Диснея и Оно 2 - Новости кино;4482;432;79280;313;610.0;2019-08-03T16:44:40Z
83;Новости кино;4 фаза Марвел, Убить Билла 3, кассовые Мстители и унылый Терминатор 6 – Новости кино;5677;537;104115;555;682.0;2019-07-27T18:25:03Z
84;Новости кино;Провальный Король Лев, пьяный Харрельсон и страшный Джим Керри – Новости кино;6929;659;139565;737;638.0;2019-07-19T16:45:11Z
85;Новости кино;Чёрная Русалочка, Маска без Джима Керри и новый Джокер – Новости кино;5816;515;115932;937;833.0;2019-07-11T15:11:06Z
86;Новости кино;Планы Марвел, Форсаж 9, перезапуск Дэдпула и др – Новости кино;4708;334;75734;341;481.0;2019-07-05T17:47:50Z
87;Новости кино;Человек-паук 2 первые отзывы, новая Матрица, Badcomedian и др - Новости кино;5750;861;123362;624;659.0;2019-06-29T15:25:05Z
88;Новости кино;Чернобыль запретят в РФ, иск к BadComedian, История игрушек 4, Гладиатор 2 и др – Новости кино;7871;1583;172729;1017;628.0;2019-06-21T17:33:38Z
89;Новости кино;Новый фильм Нолана, Тарантино, Джон Уик 4 и Терминатор 6 – Новости кино;5591;445;122874;469;672.0;2019-05-31T20:10:23Z
90;Новости кино;Скандал вокруг Игры Престолов, нападение на Шварценеггера и Бэтмен Паттинсон – Новости кино;7607;643;174353;638;738.0;2019-05-22T17:44:45Z
91;Новости кино;Джон Уик 3, Пикачу, Оно 2 и безумная Игра престолов – Новости кино;6029;481;129643;818;715.0;2019-05-15T18:20:04Z
92;Новости кино;Мстители против Аватара, Человек-паук 2, Соник и продолжение Игры престолов – Новости кино;6105;505;134268;576;755.0;2019-05-09T15:55:49Z
93;Новости кино;Скандал вокруг Мстителей, гонорары Роберта Дауни и рекорды Игры престолов – Новости кино;9331;998;264489;1248;734.0;2019-05-04T17:53:05Z
94;Новости кино;Мстители: Финал - первые отзывы, Игра престолов и Оно 2 – Новости кино;5725;564;135682;789;672.0;2019-04-25T17:32:06Z
95;Новости кино;Слив Игры Престолов, концовка Мстителей 4 и наркомания Деппа – Новости кино;5016;515;112571;447;681.0;2019-04-17T17:26:13Z
96;Новости кино;Возвращение Хеллбоя, Мстители 4 и художества Джима Керри – Новости кино;5250;413;108928;490;755.0;2019-04-10T16:51:47Z
97;Новости кино;Спаситель Киану Ривз, чудак Николас Кейдж и клип Rammstein – Новости кино;4827;644;101405;770;649.0;2019-04-03T17:34:26Z
98;Новости кино;Новый фильм Киану Ривза, Шазам и гей-цензура – Новости кино;5384;499;108018;726;775.0;2019-03-28T10:43:49Z
99;Новости кино;Новый фильм Тарантино, возвращение Джеймса Ганна, Богемская рапсодия 2 и др – Новости кино;5672;637;130110;667;808.0;2019-03-22T15:52:35Z
100;Новости кино;Отзывы на Шазам, поиски Бэтмена и Отряд самоубийц – Новости кино;5389;577;121267;434;611.0;2019-03-13T18:12:24Z
101;Новости кино;Скандал с Деппом, смерть Prodigy и новая Матрица - Новости кино;8564;1276;241806;962;608.0;2019-03-07T17:59:12Z
102;Новости кино;Оскар 2019, Золотая Малина и худший фильм года – Новости кино;5684;486;133844;324;657.0;2019-02-27T17:11:54Z
103;Новости кино;Смит в Матрице, новый Аватар и Джокер – Новости кино;5036;444;89857;337;642.0;2019-02-21T16:14:15Z
104;Новости кино;Алита: Боевой Ангел, новый Терминатор и трёхчасовые Мстители 4 - Новости кино;5824;807;129781;641;657.0;2019-02-13T17:56:06Z
105;Новости кино;Новый Бэтмен, Форсаж 9, Алита и Миссия невыполнима - Новости кино;5404;433;125817;482;680.0;2019-02-06T16:10:06Z
106;Новости кино;Странный Николас Кейдж, Человек-невидимка и новый фильм Нолана – Новости кино;4998;603;110615;328;624.0;2019-01-31T15:09:15Z
107;Новости кино;Оскар 2019: номинанты, Золотая малина и новые Охотники за привидениями - Новости кино;7367;840;214597;726;696.0;2019-01-23T18:56:59Z
108;Новости кино;Стекло: первые отзывы, Миссия невыполнима 7 и 8, Плохие парни 3 и др – Новости кино;6102;792;147442;484;634.0;2019-01-16T18:25:11Z
109;Новости кино;Золотой глобус 2019, переоценённые актёры, рекорды мирового проката и др - Новости кино;7346;920;169904;624;627.0;2019-01-10T13:51:38Z
110;Новости кино;ГЛАВНЫЕ НОВОСТИ КИНО 2018;6780;722;134674;702;695.0;2018-12-26T14:59:34Z
111;Новости кино;Ограбление Тарантино, снят новый Джокер и рекорды Диснея - Новости кино;5227;602;112671;296;650.0;2018-12-20T17:24:57Z
112;Новости кино;Аквамен, Путин в комиксах, Мстители 4 и что посмотреть на выходных - Новости кино;4510;593;88148;385;686.0;2018-12-13T13:52:37Z
113;Новости кино;Откровения Джеки Чана, свадьба Тарантино и самый влиятельный фильм – Новости кино;7164;744;154538;553;647.0;2018-12-05T15:55:30Z
114;Новости кино;Новый Король лев, Оскар для Дэдпула 2 и возвращение Росомахи - Новости кино;4583;479;85897;467;677.0;2018-11-28T15:13:42Z
115;Новости кино;Гей Смит, Депп не будет Воробьём, Стражи 3, Игра престолов и др - Новости кино;9109;1444;288815;1319;695.0;2018-11-21T17:27:58Z
116;Новости кино;Умер Стэн Ли, Первые отзывы о Фантастических тварях 2, бешеный Том Круз и новый Шрек - Новости кино;5113;484;93273;376;630.0;2018-11-14T17:43:33Z
117;Новости кино;Гладиатор 2, Плохие парни 3 и четыре новых Аватара - Новости кино;4993;407;109651;407;508.0;2018-11-08T17:36:31Z
118;Новости кино;Судьба Стражей галактики 3, перезапуск Пиратов без Деппа и др - Новости кино;4685;311;84732;333;509.0;2018-11-01T15:18:59Z
119;Новости кино;Отмена Стражей галактики 3, новый Человек-паук и голубой Арагорн – Новости кино;4644;346;79791;243;522.0;2018-10-26T12:56:01Z
120;Новости кино;Новый проект Гая Ричи, Питер Джексон и сериал по миру Властелина колец и др – Новости кино;4044;286;74567;245;609.0;2018-10-18T14:12:17Z
121;Новости кино;Новый Бэтмен, Джокер в метро, Капитан в отставке – Новости кино;4702;451;88860;288;636.0;2018-10-12T09:21:54Z
122;Новости кино;Разгром Венома, перенос Людей Икс и других крутых премьер – Новости кино;5631;686;119117;569;629.0;2018-10-07T16:31:41Z
123;Новости кино;Люди Икс в Марвел, Кингсман 3, Джокер, Бонд и др - Новости кино;5006;363;94510;243;630.0;2018-09-27T16:41:47Z
124;Новости кино;Новый Джокер Феникс, детский Веном и самый дешёвый фильм Марвел - Новости кино;5432;506;102450;511;682.0;2018-09-20T16:27:10Z
125;Новости кино;16 Оскаров Чёрной пантере?! Новый Хищник, Гай Ричи в Марвел и др – Новости кино;5807;517;103121;596;661.0;2018-09-14T16:17:22Z
126;Новости кино;Ведьмак Генри Кавилл, рекордные сборы лета 2018 и перезапуск Стражей галактики – Новости кино;4894;568;91691;376;613.0;2018-09-08T11:31:02Z
127;Новости кино;Бен Аффлек в запое, самый богатый актёр 2018 и туманная судьба Стражей галактики 3 - Новости кино;5851;643;119162;482;644.0;2018-08-31T19:05:13Z
128;Новости кино;Как Скарлетт стала самой богатой актрисой 2018 и тайна волчка фильма Начало - Новости кино;5500;444;104612;348;610.0;2018-08-25T08:06:34Z
129;Новости кино;Анджелина Джоли попала в психбольницу, новая номинация на Оскар и др - Новости кино;7987;585;113179;391;651.0;2018-08-18T11:25:12Z
130;Новости кино;Сами Насери получил по морде в Москве, бунт в Стражах галактики, премьера Мега и др – Новости кино;5704;874;125299;504;689.0;2018-08-10T17:51:03Z
131;Новости кино;Как Шварценеггер развлекается, Игра престолов, Странные дела откладываются и др – Новости кино;4437;506;81639;341;698.0;2018-08-03T10:49:24Z
132;Новости кино;Миссия невыполнима 6, Стражи галактики 3 без Ганна, любовники Питт и ДиКаприо и др - Новости кино;5421;603;100282;394;603.0;2018-07-29T16:35:49Z
133;Новости кино;ТРАВЛЯ СКАРЛЕТТ ЙОХАНССОН И НОВЫЙ ДЖОКЕР ХОАКИН ФЕНИКС – Новости кино;8118;952;179549;968;632.0;2018-07-20T16:12:59Z
134;Новости кино;Скандал с Джонни Деппом, перезапуск Людей в чёрном, Небоскрёб с Дуэйном и др - Новости кино;5755;716;133035;554;608.0;2018-07-13T15:00:55Z
135;Новости кино;ДЖИМ КЕРРИ ВЕРНУЛСЯ, МСТИТЕЛИ 4 и ПЕРЕХОД ДЖАРЕДА ЛЕТО из DC в MARVEL - Новости кино (Бунин);9406;515;147304;471;631.0;2018-07-07T10:44:35Z
136;Новости кино;Человек-муравей 2 первые отзывы, новые фильмы Марвел и депрессирующий Джонни Депп – Новости кино;4418;491;80796;308;604.0;2018-06-28T16:19:38Z
137;Новости кино;8 подруг Оушена и ответ Трампа Роберту Де Ниро – Новости кино;4760;698;102247;304;614.0;2018-06-21T15:17:33Z
138;Новости кино;Суперсемейка 2 и как Де Ниро послал Трампа! - Новости кино;5605;726;113150;529;656.0;2018-06-14T17:40:27Z
139;Новости кино;Мир юрского периода 2, бешеный Том Круз и новый Джокер – Новости кино;5167;648;99754;366;642.0;2018-06-07T17:06:06Z
140;Новости кино;Новый Джеймс Бонд, самая дорогая кинокомпания мира и др – Новости кино;4018;625;78563;263;503.0;2018-05-31T15:58:20Z
141;Новости кино;Джилленхол сыграет злодея Мистерио – (Новости кино);4124;521;78311;247;445.0;2018-05-24T15:19:43Z
142;Новости кино;ДЭДПУЛ 2 - ПЕРВЫЕ ОТЗЫВЫ! (Новости кино);5305;891;118147;431;450.0;2018-05-17T15:23:24Z
143;Новости кино;Шерлок Холмс 3 с Дауни, Рэмбо 5 и новые рекорды Мстителей – Новости кино;6176;773;99574;344;497.0;2018-05-10T17:06:31Z
144;Новости кино;МСТИТЕЛИ: ВОЙНА БЕСКОНЕЧНОСТИ - РВЁТ ПРОКАТ!;5732;1189;150073;387;487.0;2018-05-03T15:31:23Z
145;Новости кино;Первые отзывы о Мстителях: Война бесконечности – Новости кино;6959;1265;168994;763;617.0;2018-04-26T16:37:47Z
146;Новости кино;Самый кассовый режиссёр планеты – Новости кино;4143;777;78809;569;606.0;2018-04-19T15:57:14Z
147;Новости кино;Дуэйн Джонсон сцепился с Вином Дизелем - Новости кино (Бунин);6629;387;117590;388;536.0;2018-04-11T17:50:07Z
148;Новости кино;Шварцнеггер в больнице, пикап Уилла Смита и самые провальные фильмы года - Новости кино;5473;758;86328;488;605.0;2018-04-05T19:49:01Z
149;Новости кино;ПЕРВОМУ ИГРОКУ ПРИГОТОВИТЬСЯ - НОВЫЙ ФИЛЬМ СПИЛБЕРГА (Новости кино);5405;1304;111368;483;518.0;2018-03-29T16:00:06Z
150;Новости кино;Мстители: Война бесконечности - СТАВИТ РЕКОРДЫ! (Новости кино);6122;935;127273;434;661.0;2018-03-21T17:19:14Z
151;Новости кино;Стивен Хокинг, Табаков и новый фильм Спилберга – Новости кино;4794;615;85953;401;683.0;2018-03-15T16:43:05Z
152;Новости кино;ХУДШИЙ АКТЁР ГОДА и скатывающийся ОСКАР 2018;7726;1706;173035;592;604.0;2018-03-10T17:58:24Z
153;Новости кино;МАРВЕЛ БЬЁТ НОВЫЕ РЕКОРДЫ! (Новости кино);4841;862;76708;338;467.0;2018-02-28T18:10:07Z
154;Новости кино;ЧЁРНАЯ ПАНТЕРА РВЁТ ПРОКАТ! (Новости кино);8593;1060;121770;768;565.0;2018-02-21T18:27:51Z
155;Новости кино;НОВЫЙ ДЖОКЕР и ДЖИМ КЕРРИ (Новости кино);5730;756;110240;521;571.0;2018-02-16T15:47:22Z
156;Новости кино;НОВАЯ РОЛЬ ДИ КАПРИО! (Новости кино);7188;1161;140353;618;761.0;2018-02-08T09:07:30Z
157;Новости кино;ДИСНЕЙ КУПИЛ СТУДИЮ 20-й ВЕК ФОКС! Симпсоны, Дэдпул и Росомаха теперь их! СДЕЛКА ГОДА!;10566;1109;113916;731;574.0;2017-12-21T19:32:47Z
158;Новости кино;Росомаха будет в Мстителях?! (Новости кино);5999;1118;103642;572;689.0;2017-12-14T19:58:26Z
159;Новости кино;Мстители: Война бесконечности – ставит рекорды (Новости кино);8013;1277;132161;765;684.0;2017-12-07T18:18:40Z
160;Новости кино;МАРВЕЛ киновселенная перезагрузится (Новости кино);8063;662;152461;459;678.0;2017-11-30T17:12:00Z
161;Новости кино;НОВЫЙ БЭТМЕН ДЖЕЙК ДЖИЛЛЕНХОЛ?! (НОВОСТИ КИНО);8500;1455;145699;1060;700.0;2017-11-24T16:28:37Z
162;Новости кино;Первые отзывы о Лиге справедливости - Новости кино;6649;671;148440;421;639.0;2017-11-16T19:27:42Z
163;Новости кино;Михаил Задорнов, ЛУЧШИЕ КИНОЗЛОДЕИ и др - Новости кино;9362;1216;170621;832;826.0;2017-11-10T19:03:35Z
164;Новости кино;Кевин Спейси оказался голубым - Новости кино;6639;466;125983;401;608.0;2017-11-03T10:43:23Z
165;Новости кино;ТОР: Рагнарёк – УЖЕ НЕ ТОРТ? Закат МАРВЕЛ (новости кино);9972;1660;200680;544;814.0;2017-10-27T18:02:21Z
166;Новости кино;Умирающие МСТИТЕЛИ, свадьба Фассбендера и др – Новости кино;7398;416;151903;292;646.0;2017-10-20T15:22:50Z
167;Новости кино;Невероятный Голливудский скандал о сексуальных домогательствах – Новости кино;9148;564;254356;331;689.0;2017-10-12T16:42:17Z
168;Новости кино;ЛЮДИ В ЧЁРНОМ - ПЕРЕЗАПУСК? (новости кино);6831;407;142016;331;784.0;2017-10-05T19:36:47Z
169;Новости кино;Кингсман 2: Золотое кольцо – НЕУЖЕЛИ СЛИВ?! (новости кино);5490;952;118857;330;636.0;2017-09-22T15:25:30Z
170;Новости кино;ДЖОН УИК 3 - КИАНУ РИВЗ ВЕРНЕТСЯ? (новости кино);6453;526;193297;268;722.0;2017-09-16T19:26:18Z
171;Новости кино;Новая роль Ди Каприо, переломы Тома Круза, смерть в Дэдпуле 2 и др – Новости кино;7633;272;137032;326;704.0;2017-08-17T18:45:21Z
172;Новости кино;Джим Керри вернулся, Стражи Галактики 3, толстый Бэйл и др – НОВОСТИ КИНО;9571;1625;243922;821;710.0;2017-08-11T13:21:19Z
173;Новости кино;Тёмная башня и другие премьеры – Новости кино;4921;938;83024;616;675.0;2017-08-04T10:57:49Z
174;Новости кино;Николас Кейдж и новые угарные мемы - Новости кино;7666;1645;128904;1124;781.0;2017-07-29T10:30:17Z
175;Новости кино;Дуэйн Джонсон в президенты США? ЧО?! (новости кино);7541;1168;122701;511;750.0;2017-07-15T14:09:37Z
176;Новости кино;Человек-паук: Возвращение домой – КРИТИКИ в ВОСТОРГЕ! (новости кино);9654;909;197589;490;936.0;2017-07-07T10:59:59Z
177;Новости кино;Мстители не переживут Войну бесконечности - НОВОСТИ КИНО;7894;331;138442;255;858.0;2017-06-29T20:01:31Z
